"Occupancy","Capacity","QueueLength","TrafficConditionNearby","IsSpecialDay","VehicleType","Model2Price","time","diff"
"165","690","4","average","0","car","12.12","1752074098718","1"
"657","1322","3","low","0","truck","12.37","1752074098718","1"
"329","387","4","average","0","bike","12.33","1752074098718","1"
"403","387","11","high","1","car","15.78","1752074098718","1"
"320","470","2","low","0","car","11.82","1752074098718","1"
"718","1322","6","average","0","car","13.2","1752074098718","1"
"599","690","6","high","0","car","13.31","1752074098718","1"
"294","485","2","low","0","car","11.76","1752074098718","1"
"840","2937","3","low","0","bike","11.61","1752074098718","1"
"125","1200","1","low","0","car","10.92","1752074098718","1"
"899","3883","3","low","0","car","11.86","1752074098718","1"
"3213","3883","4","average","0","car","12.61","1752074098718","1"
"348","485","4","average","0","cycle","12.51","1752074098718","1"
"336","387","4","average","0","car","12.64","1752074098718","1"
"269","577","7","high","0","car","13.39","1752074098718","1"
"333","387","4","average","0","car","12.63","1752074098718","1"
"145","470","9","high","1","car","14.34","1752074098718","1"
"638","687","7","high","0","car","13.77","1752074098718","1"
"188","577","3","average","0","bike","11.48","1752074098718","1"
"2859","3883","9","high","0","car","14.45","1752074098718","1"
"1376","2009","9","high","0","car","14.4","1752074098718","1"
"1327","2937","3","low","0","bike","11.75","1752074098718","1"
"149","470","1","low","0","car","11.1","1752074098718","1"
"140","470","9","high","1","car","14.33","1752074098718","1"
"209","387","6","average","1","car","13.45","1752074098718","1"
"257","485","2","low","0","car","11.69","1752074098718","1"
"403","470","3","average","0","bike","11.92","1752074098718","1"
"545","2937","3","average","0","car","11.65","1752074098718","1"
"673","1200","2","low","0","truck","12.01","1752074098718","1"
"2485","3883","4","average","0","car","12.45","1752074098718","1"
"134","577","2","low","0","car","11.44","1752074098718","1"
"434","470","5","average","1","car","13.35","1752074098718","1"
"39","577","1","low","0","car","10.89","1752074098718","1"
"553","1200","8","high","0","cycle","13.8","1752074098718","1"
"568","3103","3","average","0","car","11.65","1752074098718","1"
"550","687","2","low","0","truck","12.21","1752074098718","1"
"625","3103","2","low","0","car","11.42","1752074098718","1"
"181","387","1","low","0","car","11.22","1752074098718","1"
"264","687","1","low","0","car","11.15","1752074098718","1"
"441","2803","5","average","0","bike","12.17","1752074098718","1"
"314","2803","2","low","0","car","11.34","1752074098718","1"
"262","470","2","low","0","car","11.71","1752074098718","1"
"130","577","2","low","0","cycle","11.44","1752074098718","1"
"467","2803","3","average","0","car","11.64","1752074098718","1"
"595","2803","3","low","0","bike","11.55","1752074098718","1"
"817","1920","3","low","1","bike","11.98","1752074098718","1"
"570","2803","4","average","0","car","12.09","1752074098718","1"
"555","2803","7","high","0","car","13.17","1752074098718","1"
"2829","3883","5","average","0","bike","12.65","1752074098718","1"
"675","1920","5","low","1","truck","13.33","1752074098718","1"
"213","470","2","low","0","cycle","11.63","1752074098718","1"
"497","690","3","average","0","car","12.1","1752074098718","1"
"3104","3883","5","average","0","car","13.0","1752074098718","1"
"193","577","3","average","0","bike","11.49","1752074098718","1"
"517","690","3","low","0","cycle","12.29","1752074098718","1"
"1233","2937","2","low","0","car","11.6","1752074098718","1"
"1312","2937","5","high","0","car","12.54","1752074098718","1"
"204","485","2","low","0","bike","11.31","1752074098718","1"
"456","687","2","low","0","car","11.8","1752074098718","1"
"1057","2937","2","low","0","car","11.55","1752074098718","1"
"2629","3883","9","high","0","car","14.4","1752074098718","1"
"584","687","2","low","0","car","11.96","1752074098718","1"
"930","2937","3","low","0","bike","11.64","1752074098718","1"
"350","687","2","low","0","car","11.67","1752074098718","1"
"3265","3883","7","high","0","car","13.7","1752074098718","1"
"460","470","4","average","0","bike","12.44","1752074098718","1"
"1951","3883","13","high","1","car","16.17","1752074098718","1"
"336","387","3","low","1","bike","12.35","1752074098718","1"
"624","2803","7","high","0","cycle","13.19","1752074098718","1"
"426","470","3","average","0","truck","12.55","1752074098718","1"
"1175","3103","5","average","0","car","12.65","1752074098718","1"
"339","387","4","average","0","car","12.65","1752074098718","1"
"752","2937","8","high","0","truck","13.92","1752074098718","1"
"741","2937","2","low","0","car","11.46","1752074098718","1"
"798","1200","6","average","0","truck","13.6","1752074098718","1"
"230","485","2","low","0","bike","11.35","1752074098718","1"
"1256","2937","5","average","0","car","12.69","1752074098718","1"
"266","690","2","average","0","car","11.4","1752074098718","1"
"457","470","8","high","0","bike","13.94","1752074098718","1"
"907","1920","4","low","1","car","12.73","1752074098718","1"
"1271","2937","5","average","0","car","12.69","1752074098718","1"
"344","485","2","low","0","car","11.84","1752074098718","1"
"393","1200","3","low","0","car","11.94","1752074098718","1"
"412","2803","3","low","0","car","11.79","1752074098718","1"
"154","577","3","low","0","car","11.89","1752074098718","1"
"345","387","9","high","1","car","14.83","1752074098718","1"
"2428","3883","5","average","0","car","12.85","1752074098718","1"
"449","1322","2","low","0","truck","11.82","1752074098718","1"
"216","470","2","low","0","car","11.63","1752074098718","1"
"1216","2937","3","low","0","car","12.01","1752074098718","1"
"283","687","9","high","1","car","14.43","1752074098718","1"
"520","687","9","high","1","truck","15.01","1752074098718","1"
"167","470","2","low","0","car","11.55","1752074098718","1"
"687","3103","3","low","1","car","12.1","1752074098718","1"
"645","687","2","low","0","car","12.03","1752074098718","1"
"764","1322","2","low","0","car","11.73","1752074098718","1"
"3075","3883","4","low","0","bike","12.45","1752074098718","1"
"600","2937","8","average","1","bike","13.71","1752074098718","1"
"333","2803","2","average","0","car","11.18","1752074098718","1"
"460","470","8","high","0","bike","13.94","1752074098718","1"
"674","687","8","high","0","car","14.23","1752074098718","1"
"3017","3883","5","average","0","car","12.98","1752074098718","1"
"530","687","5","average","0","car","12.98","1752074098718","1"
"579","2803","5","average","0","car","12.51","1752074098718","1"
"502","1322","2","low","0","car","11.57","1752074098718","1"
"144","577","9","high","1","cycle","14.29","1752074098718","1"
"724","1920","2","low","0","car","11.56","1752074098718","1"
"309","577","5","average","1","car","13.03","1752074098718","1"
"244","485","3","low","0","truck","12.38","1752074098718","1"
"228","485","3","low","0","car","12.06","1752074098718","1"
"3327","3883","10","high","0","car","14.96","1752074098718","1"
"1364","2009","9","high","0","bike","14.11","1752074098718","1"
"600","2803","2","low","0","truck","11.72","1752074098718","1"
"32","577","2","low","0","truck","11.59","1752074098718","1"
"1380","3883","5","average","0","car","12.63","1752074098718","1"
"372","387","2","low","0","car","12.05","1752074098718","1"
"526","2803","12","high","1","car","15.49","1752074098718","1"
"1506","2009","5","average","0","car","12.96","1752074098718","1"
"461","470","5","average","0","car","13.15","1752074098718","1"
"462","470","7","high","0","car","13.82","1752074098718","1"
"788","1200","6","average","0","car","13.3","1752074098718","1"
"623","2937","2","low","0","cycle","11.43","1752074098718","1"
"212","470","5","average","1","truck","13.25","1752074098718","1"
"1536","1920","10","high","0","car","14.92","1752074098718","1"
"2247","3883","2","low","0","car","11.73","1752074098718","1"
"368","687","2","low","0","car","11.7","1752074098718","1"
"1335","1920","3","low","0","car","12.25","1752074098718","1"
"332","387","8","high","0","car","14.13","1752074098718","1"
"753","1322","4","average","0","cycle","12.39","1752074098718","1"
"196","387","3","average","0","bike","11.63","1752074098718","1"
"172","690","5","average","1","car","12.79","1752074098718","1"
"231","687","2","low","1","car","11.78","1752074098718","1"
"230","470","3","average","0","car","11.91","1752074098718","1"
"85","690","6","average","1","car","13.1","1752074098718","1"
"3331","3883","7","average","0","truck","14.17","1752074098718","1"
"852","2937","3","average","0","car","11.74","1752074098718","1"
"1042","2009","3","low","0","bike","11.81","1752074098718","1"
"617","690","4","average","0","bike","12.37","1752074098718","1"
"317","387","7","high","0","car","13.68","1752074098718","1"
"629","3103","2","low","0","car","11.42","1752074098718","1"
"363","687","2","low","0","car","11.69","1752074098718","1"
"326","470","3","low","0","car","12.24","1752074098718","1"
"330","387","4","average","0","truck","12.92","1752074098718","1"
"1282","3103","5","average","0","car","12.68","1752074098718","1"
"663","690","8","high","0","car","14.22","1752074098718","1"
"459","2803","3","average","0","car","11.64","1752074098718","1"
"532","687","2","average","0","bike","11.44","1752074098718","1"
"1018","1920","3","average","0","car","11.94","1752074098718","1"
"3359","3883","7","average","0","car","13.89","1752074098718","1"
"680","690","8","high","0","car","14.24","1752074098718","1"
"821","1322","8","high","0","car","13.93","1752074098718","1"
"194","577","4","average","0","car","12.2","1752074098718","1"
"380","687","11","high","1","car","15.38","1752074098718","1"
"789","1200","8","high","0","car","13.96","1752074098718","1"
"911","3883","8","average","1","car","14.03","1752074098718","1"
"1219","1920","5","average","0","car","12.86","1752074098718","1"
"3103","3883","10","high","0","bike","14.62","1752074098718","1"
"422","2803","1","low","0","cycle","10.96","1752074098718","1"
"178","577","7","high","0","cycle","13.26","1752074098718","1"
"417","470","5","average","0","car","13.07","1752074098718","1"
"3148","3883","9","high","0","car","14.51","1752074098718","1"
"551","2009","2","low","0","car","11.48","1752074098718","1"
"24","577","2","low","1","car","11.53","1752074098718","1"
"760","1200","4","average","0","car","12.44","1752074098718","1"
"979","2009","8","high","0","bike","13.53","1752074098718","1"
"222","485","2","low","0","car","11.63","1752074098718","1"
"1275","1920","3","low","0","cycle","12.22","1752074098718","1"
"1304","2009","5","average","0","car","12.87","1752074098718","1"
"901","1322","4","average","0","bike","12.19","1752074098718","1"
"298","2803","7","average","1","car","13.51","1752074098718","1"
"608","687","4","average","0","car","12.65","1752074098718","1"
"1060","3103","3","low","0","cycle","11.95","1752074098718","1"
"545","2803","6","high","0","car","12.75","1752074098718","1"
"516","3103","6","high","0","car","12.72","1752074098718","1"
"1163","2937","3","average","0","cycle","11.83","1752074098718","1"
"244","577","5","average","0","car","12.69","1752074098718","1"
"855","3103","4","low","1","car","12.56","1752074098718","1"
"199","2803","2","low","0","car","11.31","1752074098718","1"
"509","1322","1","low","0","car","11.15","1752074098718","1"
"1225","1920","6","average","0","bike","12.99","1752074098718","1"
"269","387","5","average","1","car","13.16","1752074098718","1"
"874","1920","2","low","0","cycle","11.63","1752074098718","1"
"335","485","4","average","0","bike","12.2","1752074098718","1"
"276","690","2","low","0","cycle","11.58","1752074098718","1"
"691","3103","2","low","0","car","11.44","1752074098718","1"
"309","387","5","average","0","car","13.0","1752074098718","1"
"690","1200","4","low","0","car","12.56","1752074098718","1"
"560","2803","4","average","0","car","12.08","1752074098718","1"
"3461","3883","6","average","0","bike","13.2","1752074098718","1"
"193","387","2","low","0","car","11.67","1752074098718","1"
"2127","3883","3","low","0","car","12.12","1752074098718","1"
"391","687","3","average","0","bike","11.68","1752074098718","1"
"254","1200","11","high","1","truck","15.38","1752074098718","1"
"86","2803","1","low","0","bike","10.57","1752074098718","1"
"402","387","3","low","1","car","12.78","1752074098718","1"
"639","690","6","high","0","car","13.36","1752074098718","1"
"247","1200","2","low","0","bike","11.13","1752074098718","1"
"119","690","2","low","0","cycle","11.39","1752074098718","1"
"154","470","2","low","0","car","11.52","1752074098718","1"
"503","687","3","average","0","car","12.11","1752074098718","1"
"598","1322","2","low","0","car","11.63","1752074098718","1"
"938","1920","3","low","0","bike","11.78","1752074098718","1"
"729","3103","3","average","0","car","11.7","1752074098718","1"
"882","2937","8","high","0","bike","13.38","1752074098718","1"
"1103","2937","2","low","0","car","11.56","1752074098718","1"
"110","2803","2","average","0","bike","10.82","1752074098718","1"
"350","485","2","low","0","bike","11.56","1752074098718","1"
"75","470","4","average","1","car","12.3","1752074098718","1"
"3257","3883","7","average","0","car","13.87","1752074098718","1"
"1313","2009","6","average","0","bike","13.0","1752074098718","1"
"424","470","4","average","0","car","12.67","1752074098718","1"
"274","387","7","high","0","car","13.59","1752074098718","1"
"494","1200","2","low","0","bike","11.3","1752074098718","1"
"448","1200","3","low","0","car","11.98","1752074098718","1"
"375","470","4","average","1","bike","12.54","1752074098718","1"
"455","690","4","low","0","car","12.63","1752074098718","1"
"1072","2009","2","low","0","truck","11.99","1752074098718","1"
"1251","2009","3","average","0","car","12.02","1752074098718","1"
"408","470","2","low","0","bike","11.68","1752074098718","1"
"444","2937","3","low","1","car","12.04","1752074098718","1"
"1205","1920","9","high","0","cycle","14.36","1752074098718","1"
"284","485","3","low","0","cycle","12.15","1752074098718","1"
"2504","3883","2","low","0","car","11.79","1752074098718","1"
"902","1200","4","average","0","car","12.54","1752074098718","1"
"793","1920","8","high","0","car","13.76","1752074098718","1"
"497","1920","6","average","1","cycle","13.22","1752074098718","1"
"549","2803","7","high","0","bike","12.87","1752074098718","1"
"510","1322","4","average","0","bike","11.95","1752074098718","1"
"812","1322","8","high","0","car","13.93","1752074098718","1"
"273","387","7","high","0","car","13.59","1752074098718","1"
"1353","2009","3","low","1","car","12.48","1752074098718","1"
"878","3103","5","average","0","truck","12.86","1752074098718","1"
"662","690","5","average","0","cycle","13.13","1752074098718","1"
"361","485","4","average","0","car","12.54","1752074098718","1"
"3423","3883","11","high","0","car","15.4","1752074098718","1"
"510","1920","5","average","1","truck","13.1","1752074098718","1"
"1062","2009","3","average","0","car","11.94","1752074098718","1"
"1132","3883","6","average","0","car","12.99","1752074098718","1"
"69","470","2","average","0","car","11.21","1752074098718","1"
"710","2009","3","low","0","car","11.96","1752074098718","1"
"1366","1920","3","low","0","truck","12.55","1752074098718","1"
"238","485","4","high","0","car","12.16","1752074098718","1"
"1509","2009","9","high","0","truck","14.75","1752074098718","1"
"2542","3883","3","low","0","car","12.21","1752074098718","1"
"455","2803","4","low","0","truck","12.51","1752074098718","1"
"203","2803","3","low","0","car","11.73","1752074098718","1"
"107","387","4","average","1","car","12.4","1752074098718","1"
"643","2803","9","high","0","car","14.02","1752074098718","1"
"1196","2937","8","high","0","car","13.76","1752074098718","1"
"321","387","6","high","0","car","13.27","1752074098718","1"
"757","1322","9","high","0","bike","14.02","1752074098718","1"
"1139","1920","10","high","1","car","14.99","1752074098718","1"
"306","387","2","average","0","car","11.74","1752074098718","1"
"200","470","2","low","0","car","11.6","1752074098718","1"
"390","470","3","low","0","car","12.36","1752074098718","1"
"161","577","2","low","0","bike","11.19","1752074098718","1"
"778","1200","3","low","0","truck","12.5","1752074098718","1"
"178","577","8","high","1","car","13.92","1752074098718","1"
"1268","2009","4","average","0","car","12.44","1752074098718","1"
"1413","2009","3","low","0","car","12.25","1752074098718","1"
"681","687","5","average","0","car","13.16","1752074098718","1"
"528","3103","3","low","1","truck","12.35","1752074098718","1"
"1004","2937","3","low","0","car","11.95","1752074098718","1"
"418","2803","3","low","0","car","11.79","1752074098718","1"
"334","687","5","average","0","car","12.74","1752074098718","1"
"1220","2009","6","average","0","car","13.26","1752074098718","1"
"475","2803","6","average","1","truck","13.43","1752074098718","1"
"755","2803","9","high","0","car","14.06","1752074098718","1"
"1140","2803","3","low","0","car","12.01","1752074098718","1"
"385","2803","2","low","0","cycle","11.36","1752074098718","1"
"550","690","2","low","0","car","11.91","1752074098718","1"
"205","577","7","high","0","car","13.3","1752074098718","1"
"617","1200","5","average","0","cycle","12.76","1752074098718","1"
"719","1322","5","average","0","bike","12.49","1752074098718","1"
"207","387","3","average","0","cycle","11.95","1752074098718","1"
"30","470","2","low","1","car","11.55","1752074098718","1"
"322","470","3","low","0","car","12.24","1752074098718","1"
"567","1920","3","low","1","car","12.16","1752074098718","1"
"790","1200","7","average","0","car","13.72","1752074098718","1"
"416","1322","2","low","0","bike","11.22","1752074098718","1"
"636","1920","2","low","0","car","11.53","1752074098718","1"
"1141","3103","4","low","0","car","12.39","1752074098718","1"
"250","1200","2","low","1","car","11.67","1752074098718","1"
"340","485","8","high","0","truck","14.29","1752074098718","1"
"2920","3883","4","low","0","car","12.71","1752074098718","1"
"379","1322","2","average","0","car","11.32","1752074098718","1"
"283","485","4","average","0","car","12.4","1752074098718","1"
"961","2937","3","low","0","cycle","11.94","1752074098718","1"
"758","1322","2","low","0","car","11.73","1752074098718","1"
"647","690","6","average","0","car","13.53","1752074098718","1"
"1299","2937","9","high","0","car","14.2","1752074098718","1"
"263","1200","3","average","0","bike","11.39","1752074098718","1"
"578","687","5","average","0","car","13.03","1752074098718","1"
"511","2803","2","low","0","truck","11.69","1752074098718","1"
"230","485","7","high","0","car","13.4","1752074098718","1"
"734","1920","2","low","0","car","11.57","1752074098718","1"
"375","387","3","low","0","car","12.47","1752074098718","1"
"130","387","1","low","0","car","11.11","1752074098718","1"
"716","1322","3","low","0","bike","11.83","1752074098718","1"
"623","2937","4","low","0","car","12.26","1752074098718","1"
"1161","2937","2","low","0","car","11.58","1752074098718","1"
"915","1322","3","low","0","bike","11.95","1752074098718","1"
"1174","2009","4","average","0","car","12.4","1752074098718","1"
"536","2803","3","low","0","car","11.83","1752074098718","1"
"362","2803","2","low","0","car","11.36","1752074098718","1"
"871","2009","2","average","0","bike","11.15","1752074098718","1"
"926","3103","9","average","1","truck","14.79","1752074098718","1"
"1081","1920","9","average","1","car","14.72","1752074098718","1"
"273","1200","5","average","0","car","12.52","1752074098718","1"
"586","1200","3","low","0","car","12.07","1752074098718","1"
"896","1322","6","high","0","cycle","13.15","1752074098718","1"
"121","470","2","low","0","car","11.46","1752074098718","1"
"1638","3103","4","low","1","car","12.77","1752074098718","1"
"539","687","5","average","0","truck","13.28","1752074098718","1"
"306","485","7","high","0","car","13.53","1752074098718","1"
"2363","3883","3","low","0","bike","11.88","1752074098718","1"
"676","690","8","high","0","car","14.23","1752074098718","1"
"786","2937","2","low","0","car","11.47","1752074098718","1"
"183","687","3","low","1","cycle","12.14","1752074098718","1"
"197","690","6","average","0","car","12.99","1752074098718","1"
"551","2803","3","low","0","car","11.83","1752074098718","1"
"150","577","3","average","0","car","11.72","1752074098718","1"
"1176","2937","4","average","0","bike","11.96","1752074098718","1"
"355","577","4","average","0","car","12.43","1752074098718","1"
"310","485","7","high","0","car","13.53","1752074098718","1"
"240","577","7","high","0","bike","13.05","1752074098718","1"
"278","485","3","low","0","cycle","12.14","1752074098718","1"
"2643","3883","7","average","0","car","13.73","1752074098718","1"
"835","2009","6","average","1","car","13.35","1752074098718","1"
"112","577","2","low","0","car","11.41","1752074098718","1"
"320","470","2","low","0","car","11.82","1752074098718","1"
"1388","1920","4","average","0","car","12.52","1752074098718","1"
"432","687","2","low","0","bike","11.48","1752074098718","1"
"111","577","4","high","0","truck","12.2","1752074098718","1"
"831","3103","2","low","0","bike","11.18","1752074098718","1"
"330","387","3","low","0","truck","12.67","1752074098718","1"
"573","690","5","average","0","truck","13.32","1752074098718","1"
"644","1322","9","high","0","car","14.24","1752074098718","1"
"768","1920","2","low","0","cycle","11.58","1752074098718","1"
"838","1200","4","average","0","car","12.5","1752074098718","1"
"831","3103","3","average","0","bike","11.43","1752074098718","1"
"147","577","4","high","0","car","11.96","1752074098718","1"
"488","687","2","low","0","car","11.84","1752074098718","1"
"784","1200","8","high","0","car","13.96","1752074098718","1"
"51","577","1","low","0","car","10.91","1752074098718","1"
"429","470","8","high","0","cycle","14.18","1752074098718","1"
"1335","2937","9","high","0","car","14.21","1752074098718","1"
"483","2803","4","average","0","car","12.06","1752074098718","1"
"2802","3883","3","low","0","truck","12.56","1752074098718","1"
"492","687","8","high","0","car","14.01","1752074098718","1"
"1804","3883","5","low","1","car","13.14","1752074098718","1"
"303","485","5","average","0","car","12.85","1752074098718","1"
"629","1200","2","low","0","truck","11.98","1752074098718","1"
"271","485","2","low","0","truck","12.01","1752074098718","1"
"344","387","6","average","1","car","13.74","1752074098718","1"
"266","690","10","high","1","car","14.82","1752074098718","1"
"611","1200","4","average","0","car","12.34","1752074098718","1"
"203","485","2","low","0","truck","11.89","1752074098718","1"
"797","1322","7","high","0","car","13.5","1752074098718","1"
"1661","3103","5","average","1","bike","12.74","1752074098718","1"
"908","1200","6","average","0","truck","13.67","1752074098718","1"
"538","1200","2","low","0","cycle","11.62","1752074098718","1"
"309","485","2","low","0","car","11.78","1752074098718","1"
"531","687","8","high","0","car","14.06","1752074098718","1"
"292","687","3","low","0","car","12.02","1752074098718","1"
"1165","2009","5","average","0","truck","13.11","1752074098718","1"
"865","3103","4","low","0","cycle","12.32","1752074098718","1"
"366","470","2","average","0","car","11.73","1752074098718","1"
"1475","1920","10","high","0","cycle","14.89","1752074098718","1"
"450","687","3","low","0","car","12.21","1752074098718","1"
"1058","2937","3","low","0","bike","11.68","1752074098718","1"
"440","1200","2","low","0","car","11.56","1752074098718","1"
"377","485","7","high","0","car","13.65","1752074098718","1"
"668","2803","6","average","0","car","12.95","1752074098718","1"
"457","1200","2","low","0","car","11.57","1752074098718","1"
"942","2009","11","high","1","car","15.31","1752074098718","1"
"1058","3103","6","average","0","truck","13.33","1752074098718","1"
"82","470","5","average","1","car","12.73","1752074098718","1"
"359","2803","2","low","0","cycle","11.36","1752074098718","1"
"657","2803","7","high","0","cycle","13.2","1752074098718","1"
"126","690","6","high","0","car","12.74","1752074098718","1"
"1091","2009","9","high","0","truck","14.58","1752074098718","1"
"607","687","7","high","0","car","13.74","1752074098718","1"
"1715","3103","3","low","0","car","12.13","1752074098718","1"
"42","470","2","low","1","car","11.57","1752074098718","1"
"158","577","2","low","0","cycle","11.48","1752074098718","1"
"419","470","8","high","0","car","14.16","1752074098718","1"
"883","1200","9","high","0","car","14.45","1752074098718","1"
"750","2937","2","low","0","bike","11.17","1752074098718","1"
"1113","2937","3","average","0","cycle","11.82","1752074098718","1"
"8","577","1","low","1","car","11.09","1752074098718","1"
"591","1200","2","low","0","bike","11.37","1752074098718","1"
"525","2803","8","high","0","bike","13.28","1752074098718","1"
"661","690","9","high","0","car","14.63","1752074098718","1"
"662","2937","3","low","0","car","11.85","1752074098718","1"
"1175","3103","6","average","0","car","13.07","1752074098718","1"
"231","577","7","high","0","cycle","13.33","1752074098718","1"
"300","687","6","average","1","bike","13.07","1752074098718","1"
"483","687","3","average","0","bike","11.79","1752074098718","1"
"580","687","6","high","0","truck","13.58","1752074098718","1"
"1130","2009","4","low","1","bike","12.51","1752074098718","1"
"242","1200","10","high","1","car","14.67","1752074098718","1"
"1174","3883","7","average","1","bike","13.38","1752074098718","1"
"394","387","7","high","0","car","13.85","1752074098718","1"
"613","2803","11","high","1","car","15.1","1752074098718","1"
"479","687","2","low","0","car","11.83","1752074098718","1"
"214","470","2","low","0","car","11.63","1752074098718","1"
"2846","3883","7","average","0","car","13.78","1752074098718","1"
"1571","3883","9","average","1","car","14.59","1752074098718","1"
"1092","2937","3","low","0","car","11.98","1752074098718","1"
"693","3883","2","low","0","cycle","11.4","1752074098718","1"
"106","1200","2","low","1","car","11.57","1752074098718","1"
"168","577","3","average","0","bike","11.45","1752074098718","1"
"778","3883","2","low","0","truck","11.71","1752074098718","1"
"960","2937","5","average","0","bike","12.31","1752074098718","1"
"93","690","3","low","1","car","12.03","1752074098718","1"
"553","2803","9","high","0","bike","13.71","1752074098718","1"
"746","1920","9","high","0","truck","14.45","1752074098718","1"
"303","485","2","low","0","car","11.77","1752074098718","1"
"629","690","8","high","0","bike","13.88","1752074098718","1"
"374","485","6","high","0","car","13.23","1752074098718","1"
"2294","3883","2","low","0","truck","12.03","1752074098718","1"
"1029","2009","6","average","0","bike","12.89","1752074098718","1"
"403","1322","2","low","0","car","11.5","1752074098718","1"
"548","2803","3","low","0","car","11.83","1752074098718","1"
"1467","2937","6","average","0","car","13.17","1752074098718","1"
"318","387","2","low","0","truck","12.23","1752074098718","1"
"687","1322","3","average","0","truck","12.22","1752074098718","1"
"762","2937","11","high","1","bike","14.84","1752074098718","1"
"201","485","9","high","1","car","14.43","1752074098718","1"
"498","687","2","low","0","cycle","11.85","1752074098718","1"
"3102","3883","4","low","0","bike","12.46","1752074098718","1"
"1421","1920","4","low","0","bike","12.41","1752074098718","1"
"465","470","6","average","0","car","13.57","1752074098718","1"
"815","1322","4","average","0","bike","12.14","1752074098718","1"
"651","3103","2","low","0","car","11.42","1752074098718","1"
"437","687","2","low","0","car","11.78","1752074098718","1"
"904","3103","6","average","0","bike","12.7","1752074098718","1"
"212","485","2","low","1","bike","11.57","1752074098718","1"
"730","1920","2","low","0","bike","11.28","1752074098718","1"
"662","1200","5","average","0","car","12.79","1752074098718","1"
"444","470","7","high","0","car","13.79","1752074098718","1"
"920","2937","3","low","0","cycle","11.93","1752074098718","1"
"789","1322","8","high","0","cycle","13.91","1752074098718","1"
"3393","3883","7","average","0","bike","13.6","1752074098718","1"
"337","687","2","low","1","truck","12.2","1752074098718","1"
"598","690","4","average","0","bike","12.35","1752074098718","1"
"697","3103","2","low","0","car","11.44","1752074098718","1"
"1301","1920","6","average","0","bike","13.02","1752074098718","1"
"658","2009","4","low","1","car","12.61","1752074098718","1"
"221","485","2","low","0","truck","11.92","1752074098718","1"
"392","387","8","high","0","car","14.26","1752074098718","1"
"677","2009","4","low","1","bike","12.32","1752074098718","1"
"708","2937","8","average","1","car","14.03","1752074098718","1"
"539","3103","2","low","0","car","11.39","1752074098718","1"
"241","387","2","low","0","car","11.77","1752074098718","1"
"229","687","6","average","1","car","13.28","1752074098718","1"
"1216","3103","4","average","0","car","12.24","1752074098718","1"
"1309","3103","5","average","0","truck","12.98","1752074098718","1"
"3195","3883","10","high","0","car","14.94","1752074098718","1"
"540","3103","2","low","0","bike","11.1","1752074098718","1"
"396","470","5","average","0","car","13.04","1752074098718","1"
"429","687","3","low","0","car","12.19","1752074098718","1"
"1016","3103","6","average","0","car","13.02","1752074098718","1"
"556","690","4","average","0","car","12.59","1752074098718","1"
"611","1322","3","low","1","car","12.3","1752074098718","1"
"395","687","3","average","0","cycle","11.98","1752074098718","1"
"246","687","2","low","0","cycle","11.55","1752074098718","1"
"231","485","5","average","0","truck","13.02","1752074098718","1"
"1471","1920","6","average","0","cycle","13.39","1752074098718","1"
"250","690","3","low","1","truck","12.51","1752074098718","1"
"438","1200","5","average","1","car","12.89","1752074098718","1"
"667","690","6","high","0","car","13.39","1752074098718","1"
"126","470","9","high","1","car","14.31","1752074098718","1"
"1371","3883","3","average","0","car","11.79","1752074098718","1"
"178","470","2","average","0","cycle","11.4","1752074098718","1"
"415","2803","3","low","1","bike","11.75","1752074098718","1"
"661","1322","5","average","0","car","12.75","1752074098718","1"
"477","2803","3","low","0","car","11.81","1752074098718","1"
"326","485","7","high","0","cycle","13.56","1752074098718","1"
"480","1200","8","high","0","cycle","13.75","1752074098718","1"
"1010","2803","3","low","0","car","11.97","1752074098718","1"
"970","2009","2","low","0","car","11.65","1752074098718","1"
"207","387","4","low","1","car","12.78","1752074098718","1"
"291","387","8","high","0","car","14.04","1752074098718","1"
"603","690","2","low","0","cycle","11.98","1752074098718","1"
"424","577","4","average","0","bike","12.24","1752074098718","1"
"390","1920","3","low","1","car","12.09","1752074098718","1"
"775","1322","6","average","0","car","13.24","1752074098718","1"
"891","2937","5","average","0","car","12.59","1752074098718","1"
"658","687","4","average","0","truck","13.01","1752074098718","1"
"613","2803","3","low","1","truck","12.39","1752074098718","1"
"441","1200","4","average","0","car","12.22","1752074098718","1"
"1204","2937","9","high","0","truck","14.47","1752074098718","1"
"857","2009","3","low","0","car","12.02","1752074098718","1"
"461","687","2","low","0","car","11.81","1752074098718","1"
"267","470","2","low","0","truck","12.02","1752074098718","1"
"841","2937","13","high","1","car","15.99","1752074098718","1"
"923","1920","3","low","0","car","12.07","1752074098718","1"
"341","470","2","low","0","car","11.85","1752074098718","1"
"1190","2937","8","high","0","bike","13.46","1752074098718","1"
"299","485","5","average","0","truck","13.14","1752074098718","1"
"936","2937","6","average","1","car","13.27","1752074098718","1"
"487","687","7","high","0","cycle","13.59","1752074098718","1"
"59","577","1","low","0","car","10.92","1752074098718","1"
"295","485","3","average","0","car","12.01","1752074098718","1"
"885","2009","2","low","0","car","11.62","1752074098718","1"
"676","1200","4","average","0","car","12.39","1752074098718","1"
"133","690","5","average","1","cycle","12.74","1752074098718","1"
"292","387","1","low","0","cycle","11.46","1752074098718","1"
"1277","2937","3","low","0","car","12.03","1752074098718","1"
